Unique Key,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Community Board,Borough,Park Borough
27002966,DOT,Department of Transportation,Street Condition,Wear & Tear,,11208, HIGHLAND PLACE,HIGHLAND PLACE,ATLANTIC AVENUE,FULTON STREET,,,BLOCKFACE,BROOKLYN,N/A,Pending,05 BROOKLYN,BROOKLYN,BROOKLYN
26983959,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11385,,,UNION TPKE,WOODHAVEN BLVD,UNION TURNPIKE,WOODHAVEN BOULEVARD,INTERSECTION,Ridgewood,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26986446,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1308 EAST 51 STREET,EAST 51 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26983923,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11231, HOYT STREET,HOYT STREET,2 STREET,3 STREET,,,BLOCKFACE,BROOKLYN,N/A,Closed,06 BROOKLYN,BROOKLYN,BROOKLYN
26986427,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,112 BRAISTED AVENUE,BRAISTED AVENUE,KELLY BOULEVARD,DENKER PLACE,,,ADDRESS,STATEN ISLAND,Precinct,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
27002087,DOT,Department of Transportation,Street Condition,Pothole,,11209,,,,,70 STREET,COLONIAL ROAD,INTERSECTION,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
27002125,DOT,Department of Transportation,Street Condition,Pothole,,11220,,,,,1 AVENUE,54 STREET,INTERSECTION,BROOKLYN,N/A,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
27003188,DOT,Department of Transportation,Street Condition,Pothole,,11220,,,,,1 AVENUE,56 STREET,INTERSECTION,BROOKLYN,N/A,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26984088,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,323 MARTENSE STREET,MARTENSE STREET,FAIRVIEW PLACE,RALEIGH PLACE,,,ADDRESS,BROOKLYN,Precinct,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26989256,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,BROADWAY,11 ST E,BROADWAY,11 ST E,INTERSECTION,,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26985556,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11412,120-29 201 STREET,201 STREET,120 AVENUE,NASHVILLE BOULEVARD,,,ADDRESS,Saint Albans,N/A,Closed,12 QUEENS,QUEENS,QUEENS
27001403,DOT,Department of Transportation,Street Condition,Pothole,,11220, 45 STREET,45 STREET,2 AVENUE,3 AVENUE,,,BLOCKFACE,BROOKLYN,N/A,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26986346,DEP,Department of Environmental Protection,Water System,No Water/Low Pressure (WA5),,11432,87-77 169 STREET,169 STREET,HILLSIDE AVENUE,88 AVENUE,,,ADDRESS,Jamaica,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26986424,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11231,75 3 STREET,3 STREET,HOYT STREET,BOND STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,06 BROOKLYN,BROOKLYN,BROOKLYN
26986483,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10017,150 EAST 44 STREET,EAST 44 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26997111,DOT,Department of Transportation,Street Condition,Pothole,,11231,,,,,COFFEY STREET,FERRIS STREET,INTERSECTION,BROOKLYN,N/A,Closed,06 BROOKLYN,BROOKLYN,BROOKLYN
27002088,DOT,Department of Transportation,Street Condition,Pothole,,11222,,,,,LOMBARDY STREET,MORGAN AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26985637,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11223,2146 EAST 3 STREET,EAST 3 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,DSNY Garage,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26984762,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10314,225 WHEELER AVENUE,WHEELER AVENUE,SOUTH GANNON AVENUE,BEND,,,ADDRESS,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26983651,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1764 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST 176 STREET,SEDGWICK AVENUE,,,ADDRESS,BRONX,Precinct,Closed,05 BRONX,BRONX,BRONX
26985275,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2043 WEBSTER AVENUE,WEBSTER AVENUE,EAST 179 STREET,EAST 180 STREET,,,ADDRESS,BRONX,Precinct,Closed,05 BRONX,BRONX,BRONX
26983662,DSNY,BCC - Queens East,Snow,15S Re-Plow/Spread/Ice-Snow Cond.,Street,11357,14-70 UTOPIA PARKWAY,UTOPIA PARKWAY,TOTTEN STREET,14 ROAD,,,ADDRESS,Whitestone,DSNY Garage,Closed,07 QUEENS,QUEENS,QUEENS
26985672,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,3502 AVENUE K,AVENUE K,EAST 35 STREET,EAST 36 STREET,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26986719,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,BROADWAY,12 ST E,BROADWAY,12 ST E,INTERSECTION,,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26986439,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10310,640 FOREST AVENUE,FOREST AVENUE,OAKLAND AVENUE,BEMENT AVENUE,,,ADDRESS,STATEN ISLAND,N/A,Closed,01 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984067,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,124-05 JAMAICA AVENUE,JAMAICA AVENUE,124 STREET,125 STREET,,,ADDRESS,RICHMOND HILL,Precinct,Closed,09 QUEENS,QUEENS,QUEENS
26983678,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",,10025,,,,,WEST 93 STREET,COLUMBUS AVENUE,INTERSECTION,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26985912,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11434,134-29 154 STREET,154 STREET,134 AVENUE,137 AVENUE,,,ADDRESS,Jamaica,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26983530,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11210,,,FOSTER AVE,OCEAN AVE,FOSTER AVENUE,OCEAN AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26984382,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10306,73 WOLVERINE ST,WOLVERINE ST,AMBOY RD,RIEDEL AVE,,,ADDRESS,STATEN ISLAND,N/A,Closed,Unspecified STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984069,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,53 IRVING PLACE,IRVING PLACE,GATES AVENUE,PUTNAM AVENUE,,,ADDRESS,BROOKLYN,Precinct,Closed,02 BROOKLYN,BROOKLYN,BROOKLYN
27003189,DOT,Department of Transportation,Street Condition,Pothole,,11385,,,,,GATES AVENUE,ST NICHOLAS AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26985731,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11233,844 HERKIMER STREET,HERKIMER STREET,SUYDAM PLACE,BUFFALO AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,03 BROOKLYN,BROOKLYN,BROOKLYN
26998902,DOT,Department of Transportation,Street Condition,Pothole,,11223,,,,,AVENUE U,MC DONALD AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26997186,DOT,Department of Transportation,Street Condition,Pothole,,11201,,,,,ADAMS STREET,TILLARY STREET,INTERSECTION,BROOKLYN,N/A,Closed,02 BROOKLYN,BROOKLYN,BROOKLYN
26984344,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11369,105-11 DITMARS BOULEVARD,DITMARS BOULEVARD,23 ROAD,27 AVENUE,,,ADDRESS,EAST ELMHURST,Precinct,Closed,03 QUEENS,QUEENS,QUEENS
26985680,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11214,223 BAY 23 STREET,BAY 23 STREET,CROPSEY AVENUE,DEAD END,,,ADDRESS,BROOKLYN,Precinct,Closed,11 BROOKLYN,BROOKLYN,BROOKLYN
26983485,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11213,777 EASTERN PARKWAY,EASTERN PARKWAY,BROOKLYN AVENUE,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26983992,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11219,,,54 ST,12 AVE,54 STREET,12 AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26984897,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1249 EAST 72 STREET,EAST 72 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26986416,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10306,2 NEUTRAL AVENUE,NEUTRAL AVENUE,BEND,CEDAR GROVE AVENUE,,,ADDRESS,STATEN ISLAND,Precinct,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984888,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1764 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST 176 STREET,SEDGWICK AVENUE,,,ADDRESS,BRONX,Precinct,Closed,05 BRONX,BRONX,BRONX
26984053,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11206,729 PARK AVENUE,PARK AVENUE,PARK AVE,TOMPKINS AVE,PARK AVENUE,TOMPKINS AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26986044,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,10025,240 RIVERSIDE DRIVE,RIVERSIDE DRIVE,HENRY HUDSON PARKWAY ET 11 NB,WEST 97 STREET,,,ADDRESS,NEW YORK,N/A,Open,07 MANHATTAN,MANHATTAN,MANHATTAN
26985526,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11204,6818 BAY PARKWAY,BAY PARKWAY,WEST 9 STREET,BAY RIDGE AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,11 BROOKLYN,BROOKLYN,BROOKLYN
26983925,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11204,6801 BAY PARKWAY,BAY PARKWAY,WEST 9 STREET,BAY RIDGE AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,11 BROOKLYN,BROOKLYN,BROOKLYN
26986520,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11232,724 5 AVENUE,5 AVENUE,23 STREET,24 STREET,,,ADDRESS,BROOKLYN,N/A,Open,07 BROOKLYN,BROOKLYN,BROOKLYN
26985678,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,671 EAST 79 STREET,EAST 79 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26985282,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,48-14 20 AVENUE,20 AVENUE,48 STREET,49 STREET,,,ADDRESS,ASTORIA,Precinct,Closed,01 QUEENS,QUEENS,QUEENS
26986507,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11232,235 24 STREET,24 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,N/A,Open,07 BROOKLYN,BROOKLYN,BROOKLYN
26983518,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11357, 21 AVENUE,21 AVENUE,PARSONS BOULEVARD,WHITESTONE EXPRESSWAY,,,BLOCKFACE,Whitestone,N/A,Started,07 QUEENS,QUEENS,QUEENS
26986363,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10016,216 EAST 36 STREET,EAST 36 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26983493,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11379,83-12 60 AVENUE,60 AVENUE,83 STREET,83 PLACE,,,ADDRESS,Middle Village,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26985343,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,10003,3 UNIVERSITY PLACE,UNIVERSITY PLACE,EAST    9 STREET,EAST   10 STREET,,,BLOCKFACE,NEW YORK,N/A,Started,02 MANHATTAN,MANHATTAN,MANHATTAN
26984955,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,11413,145-98 224 ST,224 ST,145 RD,146 AVE,,,ADDRESS,Springfield Gardens,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26984342,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10014,19 BEDFORD STREET,BEDFORD STREET,BEND,DOWNING STREET,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26983958,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11357,162-39 12 ROAD,12 ROAD,162 STREET,166 STREET,,,ADDRESS,Whitestone,N/A,Closed,07 QUEENS,QUEENS,QUEENS
26983481,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10014,12 BEDFORD ST,BEDFORD ST,W HOUSTON ST,DOWNING ST,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26983480,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11385,78-58 84 STREET,84 STREET,78 AVENUE,MYRTLE AVENUE,,,ADDRESS,Ridgewood,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26983519,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10014,756 WASHINGTON STREET,WASHINGTON STREET,BETHUNE STREET,WEST 12 STREET,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26983924,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10003,4 EAST 12 STREET,EAST 12 STREET,5 AVENUE,UNIVERSITY PLACE,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26984363,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11219,4802 13 AVENUE,13 AVENUE,48 STREET,49 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26983508,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10014,19 BEDFORD ST,BEDFORD ST,W HOUSTON ST,DOWNING ST,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26984396,DOT,Department of Transportation,Street Condition,Pothole,,10314,,,,,PLATINUM AVENUE,RICHMOND AVENUE,INTERSECTION,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984840,DOT,Department of Transportation,Street Condition,Pothole,,,,,,,RATHBUN AVENUE,VERNON AVENUE,INTERSECTION,,N/A,Closed,Unspecified STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26984362,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11432,,,,,EDGERTON BOULEVARD,DALNY ROAD,INTERSECTION,Jamaica,N/A,Closed,08 QUEENS,QUEENS,QUEENS
26984889,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11374,66-58 THORNTON PLACE,THORNTON PLACE,CLYDE STREET,DARTMOUTH STREET,,,ADDRESS,REGO PARK,Precinct,Closed,06 QUEENS,QUEENS,QUEENS
26983946,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11004,255-32 74 AVENUE,74 AVENUE,255 STREET,260 STREET,,,ADDRESS,GLEN OAKS,N/A,Closed,13 QUEENS,QUEENS,QUEENS
26986517,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11385,55-27 MYRTLE AVENUE,MYRTLE AVENUE,MADISON STREET,PUTNAM AVENUE,,,ADDRESS,RIDGEWOOD,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26985710,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10007,61 MURRAY STREET,MURRAY STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,01 MANHATTAN,MANHATTAN,MANHATTAN
26984029,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,400 ARGYLE RD,ARGYLE RD,,,,,LATLONG,BROOKLYN,Precinct,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26984364,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11385,,,UNION TPKE,WOODHAVEN BLVD,UNION TURNPIKE,WOODHAVEN BOULEVARD,INTERSECTION,Ridgewood,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26985899,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,MADISON AVE,34 ST E,MADISON AVE,34 ST E,INTERSECTION,,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26984875,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,30-23 71 STREET,71 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,Precinct,Closed,03 QUEENS,QUEENS,QUEENS
26984503,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,640 EAST 85 STREET,EAST 85 STREET,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,Precinct,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26985984,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,101 AUDUBON AVENUE,AUDUBON AVENUE,WEST 170 STREET,WEST 171 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985269,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11355,147-53 41 AVENUE,41 AVENUE,147 STREET,149 STREET,,,ADDRESS,Flushing,N/A,Open,07 QUEENS,QUEENS,QUEENS
26985663,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11354,40-02 147 STREET,147 STREET,ROOSEVELT AVENUE,LONG ISLAND RAILROAD,,,ADDRESS,Flushing,N/A,Open,07 QUEENS,QUEENS,QUEENS
26983472,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11355,149-01 41 AVENUE,41 AVENUE,149 STREET,149 PLACE,,,ADDRESS,Flushing,N/A,Open,07 QUEENS,QUEENS,QUEENS
26986349,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,,,,,CHERRY STREET,MARKET STREET,INTERSECTION,NEW YORK,Precinct,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26986286,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10023,229 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 70 STREET,WEST 71 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26983469,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,,,,MADISON AVE,30 ST E,MADISON AVE,30 ST E,INTERSECTION,,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26985553,DOT,Department of Transportation,Sidewalk Condition,Blocked - ATM,Sidewalk,10012,2 SPRING STREET,SPRING STREET,BOWERY,ELIZABETH STREET,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26985956,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11221,,,CENTRAL AVE,GREENE AVE,CENTRAL AVENUE,GREENE AVENUE,INTERSECTION,BROOKLYN,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26985968,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11377,,,,,39 AVENUE,64 STREET,INTERSECTION,WOODSIDE,Precinct,Closed,02 QUEENS,QUEENS,QUEENS
26983488,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11419,129-06 LIBERTY AVENUE,LIBERTY AVENUE,129 STREET,130 STREET,,,ADDRESS,SOUTH RICHMOND HILL,Precinct,Closed,10 QUEENS,QUEENS,QUEENS
26986050,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,103-22 MARTENSE AVENUE,MARTENSE AVENUE,WALDRON STREET,104 STREET,,,ADDRESS,CORONA,Precinct,Closed,04 QUEENS,QUEENS,QUEENS
26983640,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,45-06 97 PLACE,97 PLACE,45 AVENUE,CORONA AVENUE,,,ADDRESS,CORONA,Precinct,Closed,04 QUEENS,QUEENS,QUEENS
26983521,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10033,1348 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST 177 STREET,WEST 178 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986319,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11385,,,UNION TPKE,WOODHAVEN BLVD,UNION TURNPIKE,WOODHAVEN BOULEVARD,INTERSECTION,Ridgewood,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26983522,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10033,1348 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 177 STREET,WEST 178 STREET,,,ADDRESS,NEW YORK,Precinct,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986316,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11377,,,,,39 AVENUE,64 STREET,INTERSECTION,WOODSIDE,Precinct,Closed,02 QUEENS,QUEENS,QUEENS
26985133,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,109 GRAHAM AVENUE,GRAHAM AVENUE,,,,,LATLONG,BROOKLYN,Precinct,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26984884,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,538 LOGAN AVENUE,LOGAN AVENUE,DEWEY AVENUE,SCHLEY AVENUE,,,ADDRESS,BRONX,Precinct,Closed,10 BRONX,BRONX,BRONX
26984028,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,101 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,,,ADDRESS,NEW YORK,Precinct,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985997,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11367,149-05 UNION TURNPIKE,UNION TURNPIKE,149 STREET,150 STREET,,,ADDRESS,FLUSHING,Precinct,Closed,08 QUEENS,QUEENS,QUEENS
26983487,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10029,111 EAST 116 STREET,EAST 116 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26986431,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,71-04 162 STREET,162 STREET,71 AVENUE,72 AVENUE,,,ADDRESS,FRESH MEADOWS,Precinct,Closed,08 QUEENS,QUEENS,QUEENS
26983934,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11412,120-54 200 STREET,200 STREET,120 AVENUE,NASHVILLE BOULEVARD,,,ADDRESS,SAINT ALBANS,Precinct,Closed,12 QUEENS,QUEENS,QUEENS
26984760,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11228,7210 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,,,,,LATLONG,BROOKLYN,Precinct,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26985620,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,449 WEST 125 STREET,WEST 125 STREET,BEND,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,Precinct,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26984390,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,508 W 20 ST,W 20 ST,10 AVE,11 AVE,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26985226,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10303,,,,,RICHMOND TERRACE,DEHART AVENUE,INTERSECTION,STATEN ISLAND,Precinct,Closed,01 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26985192,DOT,Department of Transportation,Street Condition,Pothole,,10022,240 EAST 59 STREET,EAST 59 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26985550,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11423,90-36 201 STREET,201 STREET,90 AVENUE,93 AVENUE,,,ADDRESS,Hollis,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26984500,DSNY,A - Bronx,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10473,1115 HARDING PARK,HARDING PARK,LELAND AVENUE,A STREET,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
